statefip,year,race,bmprison,wmprison,bmpop,wmpop,error,crack,alcohol,income,ur,poverty,black,perc1519,aidscapita,state,parole,probation,capacity_rated,capacity_operational,capacity_design,bmprate,wmprate
12,1994,2,31335,21513,969626,5665819,0,2.022402,2.5999999,21666,6.7166667,14.9,16.470106,5.8333106,36.806213,Florida,20573,247014,,57364,43536,3231.6584,379.69797
12,1995,2,34313,24657,997059,5740756,0,2.10219,2.5,22691,5.5416665,16.200001,16.75823,5.9020662,37.364471,Florida,11197,243736,68996,,50801,3441.4211,429.5079
12,1996,2,33643,25551,1026519,5826900,0,.4545314,2.54,23655,5.2833333,14.2,17.046415,6.0082903,26.593309,Florida,9243,237117,71449,68582,51188,3277.387,438.50073
12,1997,1,33958,25968,1057240,5914548,0,.62825662,2.51,24502,4.9749999,14.3,17.358229,6.1183486,17.140444,Florida,8477,239694,77425,71276,52865,3211.948,439.05298
12,1998,1,35265,27117,1086603,5995370,0,.74898058,2.47,25987,4.4916668,13.1,17.641705,6.2247205,13.863635,Florida,6487,283965,77370,70785,52407,3245.4355,452.29901
12,1999,2,35982,28360,1118791,6049429,0,.57610172,2.53,26894,4.0250001,12.4,17.977783,6.296329,13.014438,Florida,6418,291631,80491,73325,52252,3216.1504,468.80457
12,2000,1,36147,24414,1121120,6082834,0,.24042749,2.55,28509,3.8,11,18.291088,6.3874559,13.350862,Florida,5982,296139,83026,75842,56101,3224.1865,401.35898
13,1985,1,9043,6138,754811,2101855,0,.62213588,2.4300001,13137,6.2583332,17.700001,27.975336,8.2996311,2.2468097,Georgia,8538,94461,,16021,,1198.0482,292.02777
13,1986,1,9847,6569,768407,2146600,0,.98721957,2.4300001,13970,5.875,14.6,27.940363,8.2762251,3.8452873,Georgia,10421,109485,,16323,,1281.4823,306.01883
13,1987,2,10865,6782,781836,2190189,0,1.359885,2.49,14721,5.5416665,14.6,27.896322,8.1824121,5.8622265,Georgia,10917,110484,,17098,,1389.6776,309.65366
13,1988,2,11429,6429,795550,2228188,0,2.138449,2.4000001,15738,5.5250001,14,27.861074,8.0550137,8.5166035,Georgia,11308,121559,,17296,,1436.6162,288.53043
13,1989,2,13001,6696,808629,2259617,0,2.3942201,2.3699999,16701,5.2916665,15,27.827816,7.8589864,11.308612,Georgia,17437,125147,,20421,,1607.7831,296.3334
13,1990,2,14025,7083,823088,2290341,0,2.0283971,2.3099999,17603,5.1833334,15.8,27.705833,7.6384983,13.850071,Georgia,22646,134840,,22424,,1703.949,309.25525
13,1991,2,15031,7130,844548,2322478,0,2.1684079,2.1700001,18070,5.0166669,17.200001,28.002098,7.2771025,15.827435,Georgia,23375,155006,,22895,,1779.7686,306.99966
13,1992,1,16125,7586,867738,2363634,0,1.848083,2.23,19075,6.6750002,17.700001,28.293571,7.1081352,17.32382,Georgia,23020,153154,,25252,,1858.2798,320.94647
13,1993,1,17713,8153,891307,2401408,0,1.689713,2.2,19719,5.9499998,13.5,28.650047,7.061007,16.365158,Georgia,20790,145230,,,,1987.3063,339.50916
13,1994,2,21153,10140,917386,2444969,0,2.091892,2.1400001,20711,5.0749998,14,29.007195,7.108809,14.28706,Georgia,17505,140694,32918,32918,32918,2305.7905,414.72919
13,1995,2,21838,10291,940746,2486905,0,1.740643,2.1300001,21677,4.7750001,12.1,29.364342,7.156611,20.877644,Georgia,19434,142954,35659,35659,35659,2321.3491,413.80753
13,1996,2,22206,10560,965350,2529000,0,1.972232,2.1600001,22945,4.5833335,14.8,29.746914,7.2726965,16.277679,Georgia,21146,143457,,32889,,2300.3057,417.55634
13,1997,1,22996,11103,992701,2574271,0,2.320406,2.1400001,23795,4.4666667,14.5,30.158981,7.3339977,9.4208288,Georgia,21915,149963,36610,,,2316.5083,431.30658
13,1998,1,24508,12109,1019005,2617720,0,2.155122,2.1400001,25279,4.1583333,13.5,30.564777,7.3632016,8.5076227,Georgia,20482,278669,,39320,,2405.0913,462.57813
13,1999,2,26271,13048,1046042,2658093,0,1.988691,2.2,26359,3.7833333,12.8,31.011389,7.3282819,8.2898693,Georgia,22003,307686,,43808,,2511.467,490.87823
13,2000,1,27126,13792,1107945,2642623,0,1.472646,2.1700001,27989,3.4749999,12.1,31.421509,7.2582574,7.1893754,Georgia,21556,321407,,45156,,2448.3164,521.9057
15,1985,2,98,491,14999,198787,0,-.0092976,2.8800001,15688,5.0416665,10.7,7.9494324,7.3494129,3.2693975,Hawaii,716,7986,,1125,1162,653.37689,246.99805
15,1986,1,101,530,15508,200405,0,1.922358,2.8800001,16377,4.5083332,10.7,7.86692,7.2549205,3.517468,Hawaii,921,8404,1252,,1252,651.27673,264.46445
15,1987,2,109,520,15981,202029,0,1.757092,2.73,17217,3.6416667,8.8000002,7.7695971,7.1346111,4.8686357,Hawaii,1012,8882,1670,,1670,682.05994,257.38879
15,1988,1,140,632,16317,202101,0,1.239816,2.8599999,18671,3.0416665,11.1,7.6763897,6.9841108,7.5927334,Hawaii,1108,10704,,2130,1691,858.00085,312.71494
15,1989,2,137,599,16709,202681,0,2.3563881,2.76,20521,2.3916667,11.3,7.5921803,6.7708459,8.0395403,Hawaii,1287,10960,,2141,1577,819.91742,295.5383
15,1990,1,132,538,16951,202697,0,3.00647,2.8399999,22186,2.425,11,6.9399633,6.5307217,9.8788404,Hawaii,1425,11667,,2141,1577,778.71515,265.42081
15,1991,1,145,592,17848,206957,0,1.365393,2.6700001,22895,2.7750001,7.6999998,7.3142328,6.4456339,12.667648,Hawaii,1479,12317,,2569,1658,812.41595,286.04977
15,1992,2,156,547,19438,210929,0,1.131562,2.6300001,24089,4.2416668,11.2,7.9136915,6.5095077,12.601274,Hawaii,1393,10038,,2382,1566,802.5517,259.32898
15,1993,1,152,581,19232,211681,0,1.6211751,2.51,24555,4.3666668,8,7.9091563,6.4950147,14.580019,Hawaii,1541,11053,,2627,1672,790.34943,274.4696
15,1994,1,162,604,19735,213335,0,1.9862781,2.47,24777,5.1333332,8.6999998,8.1072283,6.5188761,14.483771,Hawaii,1650,13088,,2608,1694,820.87659,283.1228
15,1995,2,156,630,19849,212568,0,4.2523661,2.3199999,25004,5.5083332,10.3,8.1713123,6.5664649,14.036799,Hawaii,1689,12957,,2646,1750,785.93378,296.37576
15,1996,1,187,768,19910,211667,0,1.086532,2.3399999,25024,5.875,12.1,8.1693544,6.6609898,8.1411915,Hawaii,1733,14027,,2650,1754,939.2265,362.83408
15,1997,2,208,890,19685,210243,0,1.5690939,2.3,25587,5.7916665,13.9,8.1519623,6.7073555,4.8694334,Hawaii,1827,15401,,2912,1991,1056.6421,423.31967
15,1998,1,204,934,19637,209625,0,2.594702,2.22,26132,5.6500001,10.9,8.2006445,6.7508864,3.1269724,Hawaii,2009,15711,,3122,2197,1038.8552,445.55756
15,1999,2,192,882,18972,206861,0,1.08435,2.26,26973,4.9916668,10.8,7.9640164,6.7362638,2.891845,Hawaii,2252,15707,,3406,2481,1012.0177,426.37326
15,2000,1,210,1019,13545,157965,0,.1421856,2.3299999,28422,3.95,8.8999996,7.6164041,6.686892,2.9686534,Hawaii,2504,15525,,3406,2481,1550.3876,645.07959
16,1985,1,31,1215,1938,483192,0,.36128739,2.4200001,11641,7.8499999,16,.23065238,8.3151045,0,Idaho,483,3414,1315,1315,1022,1599.5872,251.45284
16,1986,2,31,1307,1959,481092,0,.49998611,2.3299999,11949,8.1083336,18.5,.22905523,8.3944302,0,Idaho,531,3770,1149,1470,1149,1582.4401,271.67361
16,1987,2,25,1286,1972,477976,0,1.0546041,2.26,12554,7.5499997,15.1,.22683814,8.3639288,.91353583,Idaho,865,4146,1149,1470,1149,1267.7485,269.05118
16,1988,1,23,1419,2009,477466,0,1.448337,2.1800001,13493,6.0666666,12.5,.22424537,8.2839537,1.2171546,Idaho,247,3587,1163,1406,1163,1144.8481,297.19394
16,1989,1,24,1559,2071,481047,0,2.40134,2.0899999,14729,5.3000002,12.4,.22241163,8.1334867,.80437982,Idaho,238,4025,1259,1826,1259,1158.8605,324.08475
16,1990,2,27,1720,2112,489211,0,2.5509689,2.27,15724,5.4833336,14.9,.33340475,8.0426006,2.0743117,Idaho,243,4377,,1845,1586,1278.4091,351.58655
16,1991,1,29,1888,2319,502037,0,.73236048,2.1900001,16030,5.9666667,13.9,.35322738,8.0478935,1.5365173,Idaho,397,3921,,2086,1831,1250.5391,376.0679
16,1992,1,26,1983,2557,515727,0,.23745941,2.2,17093,6.4250002,15.2,.36404192,8.2148209,2.7060189,Idaho,788,4075,2015,2158,,1016.8166,384.50577
16,1993,2,47,2237,2957,532602,0,.54872191,2.1099999,18103,6.1166668,13.1,.39953583,8.4225912,3.1566567,Idaho,837,4749,1929,2177,,1589.4487,420.01346
16,1994,1,35,2144,3124,549148,0,.157391,2.1199999,18707,5.4499998,12,.40179536,8.6647921,3.0563948,Idaho,931,5770,2222,2519,2222,1120.3585,390.42297
16,1995,2,50,2506,3420,563258,0,-.0306134,1.98,19426,5.2583332,14.5,.42868412,8.8325882,3.3126028,Idaho,619,5308,,2908,2203,1461.9883,444.91156
16,1996,1,57,2863,3495,574318,0,.74976939,1.98,20248,5.3333335,11.9,.42768839,8.9409456,2.0779946,Idaho,692,5855,2447,3301,2447,1630.9012,498.5043
16,1997,1,59,2927,3595,585162,0,.3974117,2,20648,5.0500002,14.7,.42430937,8.9639568,1.1395826,Idaho,820,6367,2483,3437,2483,1641.1683,500.20337
16,1998,2,53,3039,3791,594467,0,1.072656,2.25,21789,5.1416664,13,.46320093,8.929595,1.4373208,Idaho,1309,31172,3167,3991,3167,1398.048,511.21423
16,1999,2,71,4111,3974,605560,0,.68068159,2.3599999,22786,4.8916664,14.1,.48497009,8.7472973,0,Idaho,1317,36436,3182,3956,3182,1786.613,678.87573
16,2000,1,74,3928,3289,587720,0,.48852831,2.3199999,24075,4.6083336,12.5,.58787805,8.536294,.38469794,Idaho,1409,35103,5228,5030,4454,2249.9241,668.34546
17,1985,1,10721,5828,789124,4616690,0,.4492414,2.72,15661,9.0749998,15.6,16.581856,7.9198384,1.4645807,Illinois,11421,74156,19118,19118,15356,1358.5951,126.23763
17,1986,1,11103,6112,789373,4605636,0,.47276729,2.6800001,16424,8.2583332,13.3,16.550257,7.8852911,2.7219968,Illinois,12311,76203,19705,19705,15943,1406.5593,132.70697
17,1987,2,11422,6103,791193,4600315,0,1.0236239,2.6600001,17347,7.4166665,14.4,16.516014,7.7643938,3.9147658,Illinois,13744,82332,19911,19911,16303,1443.6427,132.66483
17,1988,1,11975,6338,792178,4594107,0,1.5115449,2.6400001,18613,6.7833333,12.7,16.489269,7.6016822,5.6004643,Illinois,14369,90736,20100,20100,16492,1511.6552,137.95935
17,1989,2,14276,7176,796006,4594522,0,1.764677,2.5599999,19770,6.0749998,12.7,16.461693,7.3707881,7.7914753,Illinois,14550,93944,22514,22514,18810,1793.4539,156.186
17,1990,1,16220,7556,800544,4601148,0,1.562549,2.6199999,20824,6.2583332,13.7,16.403374,7.1209683,8.5652046,Illinois,17671,95699,22691,22691,18987,2026.1222,164.21988
17,1991,1,17501,7685,809823,4629816,0,1.889388,2.48,21215,7.2416668,13.5,16.577324,6.8583755,10.597319,Illinois,23213,74846,23961,23961,20217,2161.0896,165.98932
17,1992,2,19444,7865,821413,4661716,0,1.587516,2.4300001,22550,7.8333335,15.6,16.776812,6.7560678,12.510492,Illinois,23304,76125,24562,24562,20818,2367.1406,168.71469
17,1993,2,21428,8105,832615,4687544,0,1.730049,2.3800001,22962,7.3833332,13.6,16.992579,6.7377253,13.878564,Illinois,24177,78464,26369,26369,22625,2573.5784,172.90504
17,1994,1,22794,8421,841941,4712486,0,2.217911,2.3499999,23969,5.8000002,12.4,17.181564,6.8115444,14.581218,Illinois,26695,104664,26385,26385,22641,2707.3157,178.6955
17,1995,1,23153,8637,850894,4737000,0,.86149383,2.29,25123,5.1916666,12.4,17.362085,6.9421606,14.806256,Illinois,29541,109489,27376,27376,23714,2721.0205,182.33058
17,1996,1,23751,8930,855761,4762114,0,.94726968,2.3,26449,5.3083334,12.1,17.51935,7.0820293,11.65097,Illinois,30064,115503,28200,28200,25438,2775.4246,187.52176
17,1997,2,24841,9412,861361,4779323,0,.68141192,2.26,27729,4.8249998,11.2,17.695417,7.1682868,6.3927312,Illinois,30348,119481,28797,28797,25135,2883.9243,196.93166
17,1998,2,26374,9735,866409,4798219,0,1.514728,2.25,29343,4.4666667,10.1,17.858059,7.2384133,5.8181949,Illinois,30432,131850,32062,32062,27342,3044.0588,202.88779
17,1999,1,27204,10167,872870,4828804,0,1.9210449,2.27,30212,4.4499998,9.8999996,18.051342,7.2313905,4.6524725,Illinois,31833,134270,32313,32313,27529,3116.6152,210.54903
17,2000,1,27271,10608,879589,4472933,0,1.370892,2.24,32185,4.5,10.7,18.201712,7.1670127,4.541492,Illinois,30196,139029,32995,32995,28211,3100.4253,237.15982
18,1985,2,3249,6198,196329,2430406,0,.120887,2.1900001,13159,7.7083335,12,8.0367098,8.3364058,.42119613,Indiana,2797,42800,6628,,,1654.8752,255.01912
18,1986,2,3216,6546,196055,2427104,0,.75451529,2.1400001,13820,6.7666669,12.7,8.0235605,8.3414907,1.2282588,Indiana,3273,50806,8710,,,1640.3561,269.70413
18,1987,1,3192,7132,197268,2433400,0,.69841838,2.1300001,14589,6.0583334,11.1,8.007266,8.246006,1.6259195,Indiana,3071,56978,9802,,,1618.1033,293.08786
18,1988,2,3367,7524,199265,2439427,0,1.005227,2.0999999,15472,5.1416669,10.1,7.9945059,8.1045952,2.2757788,Indiana,3411,60184,10412,,,1689.7097,308.43307
18,1989,2,4488,7206,202080,2451247,0,.89295453,2.04,16717,4.7083335,13.7,7.9814019,7.892724,3.1319184,Indiana,3456,61777,9101,,,2220.9026,293.97281
18,1990,1,4566,7471,204736,2463066,0,.53372592,2.0899999,17491,5.0083332,13,7.9561167,7.6353979,3.7964675,Indiana,3778,68683,10861,,,2230.1892,303.32114
18,1991,2,4687,7580,207945,2482241,0,1.0551521,2,17869,5.625,15.7,8.0453377,7.3089857,4.6649199,Indiana,3125,76365,11934,14211,,2253.9614,305.36923
18,1992,2,5255,7906,212080,2501506,0,1.017135,1.95,19037,6.0500002,11.8,8.1686678,7.1790929,5.8154421,Indiana,2899,79850,11983,13817,,2477.8386,316.04962
18,1993,1,5565,8072,215889,2524261,0,1.019704,1.98,19764,5.0416665,12.2,8.2749386,7.1995578,6.6213408,Indiana,2891,82705,12255,14289,,2577.7136,319.77676
18,1994,2,5909,8217,219464,2539877,0,1.240626,1.9400001,20761,4.5333333,13.7,8.3958035,7.2782445,7.3875566,Indiana,3409,83177,12539,14711,,2692.469,323.51959
18,1995,1,6484,8688,222801,2558774,0,1.635781,1.91,21408,4.3416667,9.6000004,8.502243,7.3911138,8.2885313,Indiana,3200,95267,12539,15490,,2910.2202,339.5376
18,1996,1,6769,9117,224720,2576619,0,1.457932,1.89,22368,3.875,7.5,8.5863485,7.4940405,5.3166156,Indiana,3580,93509,13611,15730,,3012.1929,353.83578
18,1997,1,7262,9509,229054,2590657,0,2.56444,1.9,23306,3.3083334,8.8000002,8.732049,7.5581498,3.8285437,Indiana,4044,96752,13611,16892,,3170.4314,367.04974
18,1998,2,7629,10302,232289,2604116,0,3.0141561,1.91,24894,2.9083333,9.3999996,8.8569832,7.5861492,2.4171178,Indiana,4258,104624,13983,17119,,3284.271,395.60449
18,1999,1,7728,10289,235984,2620083,0,3.1327851,1.9400001,25615,2.8583333,6.6999998,8.9671783,7.5294185,1.9354938,Indiana,4539,105071,15383,17944,,3274.7983,392.69748
18,2000,2,7754,10321,244085,2607104,0,1.208173,1.98,27132,2.9166667,8.5,9.1018934,7.410665,1.8220767,Indiana,4917,109251,15383,19829,,3176.7622,395.87988
19,1985,2,545,2088,22284,1335828,0,-.1152265,2.02,13490,7.9499998,17.9,1.7798641,8.0524721,.24731505,Iowa,1971,12063,2816,2652,2572,2445.7009,156.30756
19,1986,2,525,2058,22396,1315936,0,-.1222203,2.04,14108,6.8166666,12.9,1.7733164,8.0183907,.57299286,Iowa,1929,12584,,2702,2918,2344.1687,156.39058
19,1987,2,573,2093,22634,1302217,0,.081721,2.0799999,14905,5.7750001,14.5,1.7652278,7.8766842,.79495305,Iowa,1966,12745,2918,2858,2918,2531.5896,160.72591
19,1988,1,629,2199,23095,1301610,0,1.122072,1.99,15321,4.7083335,9.3999996,1.757972,7.6857071,.86676019,Iowa,1945,13099,2918,2858,2918,2723.5332,168.94461
19,1989,1,735,2589,23739,1301432,0,.89159262,1.9400001,16596,4.3166666,10.3,1.7506367,7.4267874,1.479756,Iowa,1900,13722,3003,3003,3003,3096.1709,198.93471
19,1990,1,810,2854,24343,1305106,0,.58168739,2.0599999,17389,4.5083332,10.4,1.7485955,7.166944,1.4023641,Iowa,2111,13895,3035,3035,3035,3327.4453,218.67955
19,1991,2,885,2956,24974,1310054,0,.2583479,2.01,17804,4.5749998,9.6000004,1.803921,6.9346619,2.8595808,Iowa,2081,12488,3003,3003,3003,3543.6855,225.63956
19,1992,2,1000,3169,25742,1317590,0,.1379765,1.9,18834,4.4916668,11.5,1.865178,6.9182134,2.590121,Iowa,2065,14084,3265,3265,3265,3884.7021,240.51488
19,1993,2,1121,3288,26389,1324098,0,-.1657332,1.87,18716,4.2083335,10.3,1.9237232,7.0766296,2.8551569,Iowa,2339,15376,3265,3265,3265,4247.9819,248.31999
19,1994,1,1271,3547,27095,1327679,0,.4464334,1.84,20301,3.7666667,10.7,1.9847058,7.2940907,3.2272255,Iowa,3696,15902,3265,3265,3265,4690.9023,267.15796
19,1995,1,1362,3841,27533,1332583,0,.78454018,1.8,20929,3.625,12.2,2.0288367,7.5113354,3.6967635,Iowa,2340,16579,3603,3603,3603,4946.791,288.23721
19,1996,2,1457,4052,28046,1336559,0,.70012403,1.85,22521,3.625,9.6000004,2.0884593,7.6994443,2.4305556,Iowa,2200,15386,4201,4201,4201,5195.0366,303.16656
19,1997,1,1569,4428,28477,1339077,0,1.125447,1.85,23623,3.1500001,9.6000004,2.1399989,7.8113008,1.0722492,Iowa,2037,16834,4951,4951,4951,5509.7095,330.67554
19,1998,1,1671,4753,28953,1342985,0,1.075164,1.9,24701,2.9000001,9.1000004,2.2086401,7.8715839,.55117828,Iowa,2194,18447,5701,5701,5701,5771.4229,353.91312
19,1999,2,1627,4613,29718,1345050,0,.90824533,1.95,25118,2.6166666,7.4000001,2.2774744,7.8237367,.82258433,Iowa,2514,19675,6219,6219,6219,5474.7964,342.96124
19,2000,2,1719,5033,32210,1343146,0,.94219422,1.98,26554,2.7916667,8.3000002,2.4535549,7.6547885,1.0243306,Iowa,2763,21147,6772,6772,6772,5336.8521,374.71725
20,1985,2,1556,2827,68397,1097183,0,1.055728,1.96,14451,5.1416664,13.8,6.1079793,7.727942,.45303193,Kansas,2282,16204,,4939,,2274.9536,257.65985
20,1986,2,1681,3290,69106,1098128,0,1.73543,1.88,15005,5.3916669,11.1,6.098382,7.6895003,1.2741371,Kansas,2360,17125,,5015,,2432.4951,299.60077
20,1987,1,1829,3342,70052,1102248,0,.99383962,1.84,15599,4.9083333,9.1999998,6.0848022,7.5604782,2.2487917,Kansas,2676,18059,,3786,,2610.9177,303.19855
20,1988,2,1857,3348,71179,1108898,0,1.654518,1.88,16275,4.5500002,8.1000004,6.0737543,7.3892379,2.1929655,Kansas,3497,19580,,4293,,2608.9155,301.92136
20,1989,1,1757,3258,71846,1113104,0,2.40681,1.77,17048,4.1916666,10.8,6.062644,7.1560664,3.1137946,Kansas,5089,21675,,,,2445.5085,292.69501
20,1990,1,1876,3211,72839,1115608,0,1.17019,1.79,18085,4.3499999,10.3,6.0367608,6.9244995,3.8285625,Kansas,5751,22183,,5405,,2575.5432,287.8251
20,1991,1,2014,3178,73172,1122599,0,1.921797,1.85,18626,4.5333333,12.3,6.0826001,6.7380047,5.2026596,Kansas,6204,23314,,6622,,2752.4189,283.09308
20,1992,2,2112,3115,75268,1132151,0,1.898414,1.78,19692,4.625,11.1,6.2297993,6.7832651,6.081202,Kansas,6297,23994,,,,2805.9734,275.13998
20,1993,2,2099,3246,75475,1141733,0,.30986929,1.75,20234,5.0749998,13.1,6.2461281,6.9190593,5.7499433,Kansas,7141,24255,6600,,,2781.0532,284.30466
20,1994,2,2356,3537,75882,1150827,0,.80166018,1.73,20990,4.8499999,14.9,6.2908902,7.1024637,5.5802855,Kansas,6291,17256,6655,,,3104.8206,307.34421
20,1995,1,2581,3873,75963,1158418,0,.3227329,1.72,21558,4.3916664,10.8,6.3196363,7.3086691,6.3436971,Kansas,6094,16547,7452,,,3397.7068,334.33527
20,1996,1,2771,4276,75478,1162202,0,.34877819,1.6900001,22845,4.375,11.2,6.3256273,7.5171137,4.6661878,Kansas,6004,15732,7883,,,3671.2686,367.92227
20,1997,1,2830,4339,75646,1169779,0,.72498178,1.71,24041,3.9000001,9.6999998,6.3650427,7.6838546,2.5424128,Kansas,6150,16339,8168,,,3741.1099,370.92477
20,1998,2,2851,4539,77177,1181671,0,.86853498,1.79,25483,3.7666667,9.6000004,6.4815545,7.826098,1.3530793,Kansas,6025,17219,8189,,,3694.1057,384.11707
20,1999,2,2878,4847,78262,1192980,0,.72742242,1.84,26195,3.5250001,12.3,6.585618,7.8562527,2.0908489,Kansas,5909,16785,8860,,,3677.3914,406.29349
20,2000,2,2803,4191,77707,1136717,0,.88444358,1.8200001,27694,3.7750001,8,6.6952367,7.7690835,1.1141826,Kansas,3829,15992,8786,,,3607.1396,368.69336
21,1985,1,1520,3230,125606,1661301,0,.31017691,1.86,11631,9.0916672,19.4,7.2884235,8.37465,.56820947,Kentucky,3694,6594,,5020,,1210.1333,194.42593
21,1986,1,1645,3421,125218,1655826,0,.71910691,1.84,12065,9.2250004,17.700001,7.275475,8.3709202,.73203903,Kentucky,3370,6841,4921,5327,,1313.7089,206.60384
21,1987,1,1702,3543,124952,1651648,0,.4316712,1.76,12807,8.3249998,17.299999,7.2570829,8.2716932,1.1672447,Kentucky,3338,7181,5170,5576,,1362.123,214.51302
21,1988,2,2058,4712,124920,1648667,0,1.013508,1.79,13564,7.625,17.6,7.2409515,8.1297369,1.7116896,Kentucky,3443,7398,6602,6469,,1647.4543,285.80664
21,1989,2,2356,5485,125014,1645433,0,1.339938,1.76,14612,6.4916668,16.1,7.2246399,7.9119921,2.8824079,Kentucky,3133,8062,6646,6485,,1884.5889,333.34689
21,1990,2,2563,5979,126021,1650973,0,1.155597,1.83,15437,6.1083331,17.299999,7.1910043,7.6987901,3.2755394,Kentucky,3183,7482,8051,7866,,2033.788,362.15009
21,1991,1,2929,6354,126669,1661065,0,1.237813,1.78,16162,7.4166665,18.799999,7.2118549,7.4519763,3.3043838,Kentucky,3345,9828,8455,8270,,2312.3259,382.52567
21,1992,1,3140,6676,128189,1680481,0,1.032813,1.71,17175,6.9583335,19.700001,7.2585773,7.3643417,3.9835675,Kentucky,3684,10750,9119,8923,,2449.5081,397.26721
21,1993,1,3275,6607,129109,1696049,0,1.266126,1.73,17520,6.3833332,20.4,7.2658648,7.3807397,4.1445818,Kentucky,4148,11689,9560,9383,,2536.6165,389.55243
21,1994,2,3746,6659,129705,1710282,0,1.3268631,1.73,18225,5.4583335,18.5,7.3155923,7.4371123,5.7676001,Kentucky,4380,11417,10156,9486,,2888.0923,389.35098
21,1995,1,4109,7190,130608,1724700,0,2.32915,1.71,18879,5.5666666,14.7,7.355535,7.4962177,5.78789,Kentucky,4257,11499,10411,10164,,3146.0554,416.88409
21,1996,2,4451,7609,131490,1735870,0,2.507514,1.72,19854,5.4916668,17,7.4080148,7.5285206,4.0055771,Kentucky,4621,11689,9232,9003,7104,3385.0483,438.33926
21,1997,1,5176,8334,132991,1748189,0,3.2097621,1.72,20855,5.3833332,15.9,7.4781985,7.5092082,2.4286907,Kentucky,4233,12093,10774,10827,8934,3891.9927,476.72192
21,1998,2,5166,8736,135238,1758861,0,3.3961289,1.72,22043,4.5583334,13.5,7.5613084,7.4318447,2.1076984,Kentucky,4508,17594,11428,11180,7421,3819.9324,496.68506
21,1999,1,5335,8750,137194,1769820,0,3.2995279,1.74,22763,4.6500001,12.1,7.6482654,7.2797694,1.8665757,Kentucky,4868,18988,11947,11707,7421,3888.6541,494.40057
21,2000,1,4850,8869,144079,1776414,0,2.156132,1.74,24412,4.2333331,12.6,7.7160459,7.0569983,1.5313058,Kentucky,4614,19620,11445,11196,,3366.2087,499.26425
22,1985,1,9562,3718,618959,1486273,0,.51193541,2.49,12113,11.458333,18.1,32.13612,8.6400423,2.2679718,Louisiana,3346,26638,11017,11017,11017,1544.8519,250.15593
22,1986,2,9845,3828,620168,1479600,0,.50516492,2.4200001,12005,12.475,22,32.08527,8.5996151,3.4486763,Louisiana,4166,27677,11080,11080,11080,1587.473,258.71857
22,1987,1,10585,4117,614681,1452784,0,.4838393,2.3399999,12212,11.8,25.1,32.029942,8.4741106,5.2936869,Louisiana,7243,30313,11738,11738,11738,1722.0314,283.38693
22,1988,2,11213,4360,611207,1427598,0,1.323521,2.3699999,13036,10.5,22.799999,31.985506,8.3053093,6.4808922,Louisiana,7387,31218,12330,12330,12330,1834.5667,305.40811
22,1989,1,11922,4637,609197,1409701,0,1.855482,2.3800001,13976,7.625,23.299999,31.944277,8.0585947,9.5228577,Louisiana,9177,32295,13535,13535,13535,1957.0024,328.935
22,1990,2,12830,4991,606004,1394023,0,1.261886,2.54,15173,5.8583336,23.6,31.76111,7.8155041,9.8068666,Louisiana,8877,30191,14697,14697,14697,2117.1477,358.02853
22,1991,2,14135,4956,613195,1397427,0,1.5709291,2.46,15900,6.8833332,19,32.014832,7.6520023,11.849681,Louisiana,10331,30861,15493,15493,15493,2305.1394,354.65179
22,1992,1,15303,4571,622213,1401749,0,1.863497,2.51,16771,7.8416667,24.5,32.316837,7.6441364,14.744924,Louisiana,12192,30468,17131,17131,17131,2459.4473,326.09262
22,1993,2,16424,4885,629481,1398685,0,1.526749,2.47,17413,7.4416666,26.4,32.644482,7.7218246,16.170778,Louisiana,14463,32434,17131,17131,17131,2609.1335,349.25662
22,1994,2,17593,5130,636310,1401389,0,1.654475,2.3900001,18411,7.5416665,25.700001,32.917122,7.8649683,17.044353,Louisiana,17112,33604,15884,15675,,2764.8474,366.06537
22,1995,2,18439,5282,642857,1404194,0,1.640457,2.5,19077,6.6916666,19.700001,33.166264,8.052701,18.429794,Louisiana,19028,33753,17231,17804,,2868.2896,376.15884
22,1996,1,19561,5603,647594,1403405,0,1.418879,2.4400001,19786,6.3333335,20.5,33.406094,8.2053442,15.685822,Louisiana,19082,35375,17631,17664,,3020.5654,399.24326
22,1997,2,21085,6262,652289,1404864,0,1.8384939,2.4400001,20681,5.7249999,16.299999,33.590733,8.2832642,10.517814,Louisiana,19927,35453,18470,18467,,3232.4629,445.73709
22,1998,2,23149,6854,656411,1407425,0,1.8895479,2.4300001,21772,5.333333,19.1,33.757801,8.3328676,9.6614132,Louisiana,18759,33028,19016,18975,,3526.6016,486.98865
22,1999,1,23475,7183,660672,1406447,0,1.607848,2.46,22014,4.7083335,19.200001,33.93404,8.2782707,8.7203875,Louisiana,20716,35118,19174,19363,,3553.2004,510.71957
22,2000,1,25374,7562,683490,1398018,0,.94338202,2.4300001,23079,4.9499998,17.200001,34.085159,8.1400194,9.0385008,Louisiana,22860,35854,19448,19701,,3712.4172,540.90863
23,1985,2,15,1161,2571,557433,0,1.223291,2.5599999,12556,5.5500002,11.9,.42222336,7.9756818,.42983538,Maine,,4451,1033,1033,1033,583.43054,208.27615
23,1986,1,11,1270,2682,560835,0,.62355512,2.5599999,13494,5.2333331,10.2,.42071036,7.9370503,1.452655,Maine,,4620,1033,1033,1033,410.14169,226.44806
